Month,DrugCode,ForecastDemand,CurrentStock,Surplus,ShelfLifeDays,LeadTimeDays,UnitCost,WastageRate,Season,RiskLabel
2043-11,M01AE,1147.2,973.96,-173.23,607,27,119.2,0.29,Autumn,Balanced
2043-11,N02BA,511.49,727.93,216.44,919,89,134.22,0.14,Autumn,Surplus
2043-11,N02BE,931.68,719.75,-211.93,611,72,23.15,0.03,Autumn,Shortage
2043-11,N05B,541.08,683.3,142.23,995,51,20.97,0.26,Autumn,Surplus
2043-11,N05C,914.01,1335.24,421.23,683,64,35.45,0.14,Autumn,Surplus
2043-11,R03,983.29,519.44,-463.85,266,78,26.32,0.08,Autumn,Shortage
2043-11,R06,661.44,653.13,-8.31,864,33,43.44,0.1,Autumn,Balanced
2043-12,M01AB,793.56,1017.87,224.3,431,16,75.68,0.19,Winter,Surplus
2043-12,M01AE,834.44,610.12,-224.32,150,42,123,0.26,Winter,Shortage
2043-12,N02BA,1137.22,1197.95,60.73,1087,56,73.33,0.26,Winter,Balanced
2043-12,N02BE,87.69,130.48,42.79,563,65,136.39,0.01,Winter,Surplus
2043-12,N05B,920.13,906.12,-14.01,993,10,169.41,0.16,Winter,Balanced
2043-12,N05C,917.66,860.2,-57.46,156,25,184.8,0.19,Winter,Balanced
2043-12,R03,1236.55,691.24,-545.31,222,77,38.19,0.08,Winter,Shortage
2043-12,R06,108.4,158.84,50.45,605,78,161.23,0.05,Winter,Surplus
2044-01,M01AB,460.47,543.13,82.66,737,46,158.6,0.04,Winter,Balanced
2044-01,M01AE,1151.15,654.26,-496.89,336,15,116.48,0.11,Winter,Shortage
2044-01,N02BA,371.91,415.39,43.47,1015,64,198.32,0.29,Winter,Balanced
2044-01,N02BE,963.49,908.44,-55.04,651,53,135.74,0.16,Winter,Balanced
2044-01,N05B,516.52,345.53,-170.98,1055,88,20.51,0.1,Winter,Shortage
2044-01,N05C,587.44,567.24,-20.2,405,46,110.28,0.08,Winter,Balanced
2044-01,R03,933.95,1379.62,445.67,189,60,13.98,0.01,Winter,Surplus
2044-01,R06,919.56,1029.12,109.56,1046,23,152.58,0.01,Winter,Balanced
2044-02,M01AB,1405.88,836.59,-569.29,425,31,27.11,0.26,Winter,Shortage
2044-02,M01AE,780.75,454.62,-326.12,512,7,2.32,0.23,Winter,Shortage
2044-02,N02BA,986.36,702.9,-283.46,366,36,159.6,0.18,Winter,Shortage
2044-02,N02BE,492.38,522.47,30.09,304,61,164.78,0.29,Winter,Balanced
2044-02,N05B,634.23,801.28,167.05,464,58,89.57,0.02,Winter,Surplus
2044-02,N05C,277.85,358.78,80.94,906,78,114.18,0.05,Winter,Surplus
2044-02,R03,1261.5,1842.73,581.23,1048,12,78.45,0.22,Winter,Surplus
2044-02,R06,914.16,1071.07,156.91,816,57,43.59,0.22,Winter,Balanced
2044-03,M01AB,979.19,1454.83,475.64,837,10,119.78,0.23,Spring,Surplus
2044-03,M01AE,528.31,464.74,-63.57,330,80,82.36,0.3,Spring,Balanced
2044-03,N02BA,720.61,545.08,-175.53,307,21,98.47,0.18,Spring,Shortage
2044-03,N02BE,170.63,150.65,-19.98,241,54,61.9,0.09,Spring,Balanced
2044-03,N05B,718.75,1070.35,351.6,1012,70,191.76,0.05,Spring,Surplus
2044-03,N05C,1087.91,1212.45,124.54,195,13,70.57,0.09,Spring,Balanced
2044-03,R03,1035.79,741.15,-294.64,668,29,38.04,0,Spring,Shortage
2044-03,R06,1455.98,1356.54,-99.44,1080,27,28.49,0.18,Spring,Balanced
2044-04,M01AB,325.43,419.83,94.4,695,25,22.97,0.27,Spring,Surplus
2044-04,M01AE,316.11,351.82,35.71,141,53,176.54,0.29,Spring,Balanced
2044-04,N02BA,533.62,323.15,-210.47,152,45,40.4,0.29,Spring,Shortage
2044-04,N02BE,544.5,732.82,188.32,1050,39,173.01,0.02,Spring,Surplus
2044-04,N05B,985.95,611.38,-374.57,446,47,10.83,0.27,Spring,Shortage
2044-04,N05C,1365.44,991.07,-374.37,146,48,191.03,0.15,Spring,Shortage
2044-04,R03,608.56,598.37,-10.19,227,14,156.76,0.13,Spring,Balanced
2044-04,R06,400.45,330.96,-69.49,354,78,99.73,0.04,Spring,Balanced
2044-05,M01AB,1222.97,1125.86,-97.12,408,27,169.97,0.29,Spring,Balanced
2044-05,M01AE,864.87,575.42,-289.45,1080,68,172.95,0.21,Spring,Shortage
2044-05,N02BA,948.63,488.28,-460.35,251,21,98.17,0.14,Spring,Shortage
2044-05,N02BE,332.28,417.24,84.97,629,26,136.53,0.16,Spring,Surplus
2044-05,N05B,1442.28,894.15,-548.13,163,82,26.11,0.11,Spring,Shortage
2044-05,N05C,890.66,1101.83,211.17,542,20,46.47,0.22,Spring,Surplus
2044-05,R03,806.25,734.67,-71.57,843,42,38.36,0.06,Spring,Balanced
2044-05,R06,877.55,1040.31,162.76,128,75,25,0.17,Spring,Balanced
2044-06,M01AB,427.04,381.09,-45.95,933,88,36.12,0,Summer,Balanced
2044-06,M01AE,1284.13,1560.22,276.09,747,67,195.59,0.13,Summer,Surplus
2044-06,N02BA,251.16,242.61,-8.55,404,44,166.53,0.14,Summer,Balanced
2044-06,N02BE,902.6,692.61,-210,356,30,197.2,0.01,Summer,Shortage
2044-06,N05B,1333.2,1416.24,83.04,520,53,96.93,0.1,Summer,Balanced
2044-06,N05C,296.8,220.95,-75.85,155,82,123.07,0.27,Summer,Shortage
2044-06,R03,370.99,230.44,-140.56,1075,7,165.34,0.01,Summer,Shortage
2044-06,R06,647.03,621.83,-25.2,125,85,93.85,0.17,Summer,Balanced
2044-07,M01AB,1193.07,1264.37,71.3,765,21,146.12,0.26,Summer,Balanced
2044-07,M01AE,1455.99,2077.12,621.13,212,62,128.87,0.23,Summer,Surplus
2044-07,N02BA,665.16,728.2,63.04,90,89,65.68,0.23,Summer,Balanced
2044-07,N02BE,697.28,496.58,-200.7,150,35,171.9,0.2,Summer,Shortage
2044-07,N05B,832.69,750.2,-82.49,212,21,11.96,0.14,Summer,Balanced
2044-07,N05C,1199.32,1064.98,-134.34,491,86,3.64,0.14,Summer,Balanced
2044-07,R03,67.25,71.98,4.73,667,32,45.64,0.24,Summer,Balanced
2044-07,R06,1212.46,857.31,-355.15,891,62,15.3,0.3,Summer,Shortage
2044-08,M01AB,993.72,1035.56,41.83,533,49,161.44,0,Summer,Balanced
2044-08,M01AE,304.61,351.79,47.19,1039,22,196.51,0.2,Summer,Balanced
2044-08,N02BA,1436.13,1007.37,-428.76,524,48,64.61,0.3,Summer,Shortage
2044-08,N02BE,261.8,266.08,4.28,1088,17,86.81,0.14,Summer,Balanced
2044-08,N05B,1479.94,1369.4,-110.54,93,60,68.67,0.14,Summer,Balanced
2044-08,N05C,1347.45,1041.01,-306.45,1094,24,165.79,0.29,Summer,Shortage
2044-08,R03,506.66,372.78,-133.88,450,74,190.95,0.1,Summer,Shortage
2044-08,R06,860.86,777.94,-82.92,829,51,132.52,0.22,Summer,Balanced
2044-09,M01AB,405.19,238.76,-166.43,272,65,85.52,0.28,Autumn,Shortage
2044-09,M01AE,350.06,264.91,-85.16,382,19,121.31,0.2,Autumn,Shortage
2044-09,N02BA,975.11,1327.25,352.14,929,66,27.32,0.09,Autumn,Surplus
2044-09,N02BE,1003.77,1117.32,113.55,655,48,136.75,0.19,Autumn,Balanced
2044-09,N05B,1325.55,1439.57,114.02,891,44,50.12,0.2,Autumn,Balanced
2044-09,N05C,1356.23,1201.25,-154.97,909,36,145.1,0.02,Autumn,Balanced
2044-09,R03,884.82,557.6,-327.21,786,65,162.38,0.03,Autumn,Shortage
2044-09,R06,208.98,228.72,19.74,130,81,7.46,0.16,Autumn,Balanced
2044-10,M01AB,600.13,360.73,-239.41,1022,15,76.57,0.25,Autumn,Shortage
2044-10,M01AE,1363.14,779.56,-583.57,286,14,137.03,0.16,Autumn,Shortage
2044-10,N02BA,1010.47,741.37,-269.1,780,48,78.48,0.03,Autumn,Shortage
2044-10,N02BE,949.57,945.02,-4.54,608,54,155.17,0.24,Autumn,Balanced
2044-10,N05B,984.8,953.04,-31.76,92,10,77.99,0.25,Autumn,Balanced
2044-10,N05C,693.21,765.06,71.85,698,26,173.31,0.27,Autumn,Balanced
2044-10,R03,426.91,228.39,-198.52,609,16,197.28,0.16,Autumn,Shortage
2044-10,R06,1244.83,1339.98,95.15,497,79,144.34,0.19,Autumn,Balanced
2044-11,M01AB,860.73,1052.65,191.92,893,42,48.44,0.11,Autumn,Surplus
2044-11,M01AE,1374.56,1477.8,103.25,319,89,98.28,0.01,Autumn,Balanced
2044-11,N02BA,124.37,129.08,4.72,837,43,43.46,0.22,Autumn,Balanced
2044-11,N02BE,1221.68,1114.05,-107.63,258,79,81.1,0.2,Autumn,Balanced
2044-11,N05B,1153.08,1720.3,567.23,714,83,82.5,0.05,Autumn,Surplus
2044-11,N05C,329.99,393.81,63.82,1089,32,79.22,0.05,Autumn,Balanced
2044-11,R03,449.1,428.91,-20.19,952,24,47.1,0.22,Autumn,Balanced
2044-11,R06,41.53,43.16,1.63,397,40,53.61,0.18,Autumn,Balanced
2044-12,M01AB,1013.28,1170.37,157.08,1014,28,69.64,0.25,Winter,Balanced
2044-12,M01AE,1144.92,940.27,-204.65,938,37,14.83,0.03,Winter,Balanced
2044-12,N02BA,886.82,489.22,-397.59,855,8,150.76,0.09,Winter,Shortage
2044-12,N02BE,1152.06,1434.86,282.79,851,67,26.05,0.13,Winter,Surplus
2044-12,N05B,1334.93,1004.47,-330.47,554,74,169.29,0.19,Winter,Shortage
2044-12,N05C,1134.88,810.3,-324.57,389,15,144.57,0.18,Winter,Shortage
2044-12,R03,251.67,336.21,84.55,659,25,97.9,0.08,Winter,Surplus
2044-12,R06,1139.15,1391.62,252.47,107,41,175.47,0.05,Winter,Surplus
2045-01,M01AB,1201.97,1150.26,-51.71,903,70,32.07,0.05,Winter,Balanced
2045-01,M01AE,1002.98,1053.56,50.58,451,87,155.81,0.02,Winter,Balanced
2045-01,N02BA,801.84,467.78,-334.07,293,31,122.8,0.05,Winter,Shortage
2045-01,N02BE,60.49,32.16,-28.33,120,9,147.01,0.04,Winter,Shortage
2045-01,N05B,355.29,293.92,-61.37,433,81,78.57,0.17,Winter,Balanced
2045-01,N05C,1036.86,1517.73,480.87,411,66,114.24,0.22,Winter,Surplus
2045-01,R03,1427.78,833.07,-594.71,1012,13,116.75,0.15,Winter,Shortage
2045-01,R06,304.25,424.34,120.09,643,78,19.41,0.1,Winter,Surplus
2045-02,M01AB,58.57,35.77,-22.8,306,58,160.49,0.22,Winter,Shortage
2045-02,M01AE,1196.17,1400.69,204.52,743,35,43.06,0.1,Winter,Balanced
2045-02,N02BA,251.58,281.91,30.33,822,75,122.85,0.23,Winter,Balanced
2045-02,N02BE,832.18,938.4,106.21,218,13,60.16,0.11,Winter,Balanced
2045-02,N05B,1085.02,1205.79,120.77,374,28,75.54,0.14,Winter,Balanced
2045-02,N05C,646.5,438.51,-208,926,36,152.58,0.14,Winter,Shortage
2045-02,R03,1029.69,1438.77,409.08,877,29,50.45,0.16,Winter,Surplus
2045-02,R06,1204.55,645.94,-558.6,359,65,91.25,0.11,Winter,Shortage
2045-03,M01AB,460.3,310.41,-149.9,718,75,98.5,0.06,Spring,Shortage
2045-03,M01AE,1132.49,878.25,-254.23,116,77,75.28,0.07,Spring,Shortage
2045-03,N02BA,663.14,645.46,-17.68,1063,64,163.51,0.25,Spring,Balanced
2045-03,N02BE,378.5,311.76,-66.74,143,33,119.53,0.09,Spring,Balanced
2045-03,N05B,900.96,718.77,-182.18,1066,67,1,0.03,Spring,Shortage
2045-03,N05C,1194.61,1745.84,551.23,138,12,102.78,0.04,Spring,Surplus
2045-03,R03,840.02,541.52,-298.5,813,50,186.69,0.06,Spring,Shortage
2045-03,R06,1153.91,604.07,-549.83,671,74,22.59,0.11,Spring,Shortage
2045-04,M01AB,285.1,248.98,-36.12,696,50,111.55,0.06,Spring,Balanced
2045-04,M01AE,1041.52,1520.33,478.81,598,66,104.83,0.07,Spring,Surplus
2045-04,N02BA,1341.05,1972.91,631.87,268,54,108.78,0.29,Spring,Surplus
2045-04,N02BE,256.16,250.65,-5.51,869,54,98.64,0.24,Spring,Balanced
2045-04,N05B,1015.49,636.37,-379.13,196,69,68.15,0.17,Spring,Shortage
2045-04,N05C,458.44,282.98,-175.46,938,24,67.18,0.29,Spring,Shortage
2045-04,R03,794.53,715.63,-78.9,641,14,68.35,0.05,Spring,Balanced
2045-04,R06,889.86,1036.86,147.01,116,79,111.59,0.05,Spring,Balanced
2045-05,M01AB,1449.31,1488.39,39.08,974,71,181.5,0.19,Spring,Balanced
2045-05,M01AE,475.01,378.15,-96.86,417,85,97.97,0.03,Spring,Shortage
2045-05,N02BA,153.41,128.8,-24.61,376,72,190.75,0.24,Spring,Balanced
2045-05,N02BE,1000.09,1017.74,17.65,400,34,195.7,0.11,Spring,Balanced
2045-05,N05B,187.18,186.02,-1.16,469,9,177.51,0,Spring,Balanced
2045-05,N05C,1332.85,1028.28,-304.58,1064,80,169.63,0.26,Spring,Shortage
2045-05,R03,906.46,973.93,67.47,722,70,134.06,0.1,Spring,Balanced
2045-05,R06,874.12,692.65,-181.46,585,16,153.05,0.07,Spring,Shortage
2045-06,M01AB,1263.1,1106.33,-156.77,708,44,188.42,0.2,Summer,Balanced
2045-06,M01AE,979.04,1186.21,207.17,142,72,50.08,0.18,Summer,Surplus
2045-06,N02BA,618.58,316.62,-301.96,136,58,160.24,0.14,Summer,Shortage
2045-06,N02BE,1231.7,1273.23,41.53,267,70,57.54,0.11,Summer,Balanced
2045-06,N05B,943.92,533.25,-410.68,1057,63,134.85,0.01,Summer,Shortage
2045-06,N05C,1140.85,873.14,-267.71,962,57,105.82,0.06,Summer,Shortage
2045-06,R03,1330.17,778.64,-551.53,829,76,169.96,0.18,Summer,Shortage
2045-06,R06,459.72,423.3,-36.43,179,85,194.67,0.27,Summer,Balanced
2045-07,M01AB,533.38,799.1,265.73,713,59,6.01,0.25,Summer,Surplus
2045-07,M01AE,323.21,181.25,-141.96,208,69,146.25,0.19,Summer,Shortage
2045-07,N02BA,379.3,380.54,1.24,623,20,26.25,0.19,Summer,Balanced
2045-07,N02BE,1088.51,719.35,-369.17,878,10,34.1,0.22,Summer,Shortage
2045-07,N05B,300.1,303.54,3.45,399,31,15.8,0.11,Summer,Balanced
2045-07,N05C,1352.67,836.16,-516.51,269,41,181.78,0.16,Summer,Shortage
2045-07,R03,140.17,85.54,-54.63,525,7,188.08,0.21,Summer,Shortage
2045-07,R06,1305.4,1131.07,-174.33,505,15,194.88,0.01,Summer,Balanced
2045-08,M01AB,1423.05,1236.17,-186.88,339,68,137.99,0.29,Summer,Balanced
2045-08,M01AE,1449.47,958.01,-491.46,481,79,113.33,0.19,Summer,Shortage
2045-08,N02BA,1116.94,760.7,-356.25,366,47,127.93,0.25,Summer,Shortage
2045-08,N02BE,823.9,753.27,-70.63,281,43,116.63,0.26,Summer,Balanced
2045-08,N05B,1431.34,1682.33,250.99,811,17,1.2,0.01,Summer,Balanced
2045-08,N05C,325.25,223.13,-102.13,922,61,61.33,0.11,Summer,Shortage
2045-08,R03,648.19,388.18,-260.01,952,77,134.95,0.16,Summer,Shortage
2045-08,R06,682.89,774.7,91.81,122,10,85.82,0.19,Summer,Balanced
2045-09,M01AB,1431.75,1918.01,486.26,990,82,129.12,0.05,Autumn,Surplus
2045-09,M01AE,853.97,1265.01,411.04,263,59,185.56,0.12,Autumn,Surplus
2045-09,N02BA,1498.3,1617,118.7,115,89,117.56,0.08,Autumn,Balanced
2045-09,N02BE,77.75,102.69,24.95,1026,54,33.58,0.05,Autumn,Surplus
2045-09,N05B,1069.97,1577.85,507.88,494,24,154.74,0.03,Autumn,Surplus
2045-09,N05C,590.92,594.87,3.95,494,87,106.15,0.26,Autumn,Balanced
2045-09,R03,1418.32,851.78,-566.54,598,37,195.84,0.08,Autumn,Shortage
2045-09,R06,1048.28,789.83,-258.45,736,82,38.66,0.26,Autumn,Shortage
2045-10,M01AB,1327.49,1057.9,-269.6,214,20,68.92,0.29,Autumn,Shortage
2045-10,M01AE,1051.6,947.84,-103.77,821,84,71.54,0.05,Autumn,Balanced
2045-10,N02BA,186.27,262.03,75.76,913,8,33.24,0.02,Autumn,Surplus
2045-10,N02BE,514.7,494.97,-19.73,669,72,164.93,0.23,Autumn,Balanced
2045-10,N05B,581.24,619.34,38.11,218,69,4.13,0.24,Autumn,Balanced
2045-10,N05C,1421.94,756.56,-665.37,615,9,18.01,0.14,Autumn,Shortage
2045-10,R03,1101.2,1174.87,73.67,231,16,191.78,0.06,Autumn,Balanced
2045-10,R06,992.6,539.38,-453.23,667,85,110.59,0.03,Autumn,Shortage
2045-11,M01AB,62.85,42.2,-20.65,235,30,140.82,0.06,Autumn,Shortage
2045-11,M01AE,1012.34,690.9,-321.44,1079,40,82.69,0.2,Autumn,Shortage
2045-11,N02BA,1492.73,2146.27,653.54,1094,25,177.15,0.02,Autumn,Surplus
2045-11,N02BE,1430.98,1118.78,-312.2,288,33,22.9,0.22,Autumn,Shortage
2045-11,N05B,1418.17,1575.23,157.06,688,54,152.51,0.08,Autumn,Balanced
2045-11,N05C,96.49,48.42,-48.06,824,44,48.67,0.02,Autumn,Shortage
2045-11,R03,293.91,183.54,-110.36,141,21,28.48,0.16,Autumn,Shortage
2045-11,R06,901.87,941.09,39.22,915,70,10.73,0.12,Autumn,Balanced
2045-12,M01AB,307.24,326.18,18.94,102,24,106.66,0.13,Winter,Balanced
2045-12,M01AE,599.38,804.18,204.8,471,35,146.98,0.23,Winter,Surplus
2045-12,N02BA,646.22,515.23,-130.99,133,84,19.1,0.01,Winter,Shortage
2045-12,N02BE,194.06,133.35,-60.71,982,11,169.9,0.07,Winter,Shortage
2045-12,N05B,1404.69,2043.69,639,520,20,167.59,0.11,Winter,Surplus
2045-12,N05C,136.85,146.26,9.42,927,71,170.07,0.3,Winter,Balanced
2045-12,R03,776.99,656.72,-120.28,382,87,1.46,0.15,Winter,Balanced
2045-12,R06,846.61,1121.71,275.1,307,25,125.8,0.25,Winter,Surplus
2046-01,M01AB,248,336.13,88.12,691,33,34.46,0.06,Winter,Surplus
2046-01,M01AE,1391.96,740.82,-651.14,251,58,40.22,0.28,Winter,Shortage
2046-01,N02BA,1149.47,1375.03,225.56,174,78,24.16,0.26,Winter,Balanced
2046-01,N02BE,38.64,34.32,-4.32,314,74,114.29,0.08,Winter,Balanced
2046-01,N05B,487.47,658.11,170.63,398,48,165.58,0.01,Winter,Surplus
2046-01,N05C,1022.73,1465.05,442.32,586,23,138.88,0.29,Winter,Surplus
2046-01,R03,1444.55,1061.64,-382.91,1068,52,30.08,0.21,Winter,Shortage
2046-01,R06,1096.87,1287.98,191.11,1039,22,116.36,0.15,Winter,Balanced
2046-02,M01AB,1101.39,1036.8,-64.59,953,88,42.69,0.08,Winter,Balanced
2046-02,M01AE,169.4,143.46,-25.94,1041,15,149.48,0.1,Winter,Balanced
2046-02,N02BA,1012.31,1231.86,219.55,120,9,137.12,0.06,Winter,Surplus
2046-02,N02BE,828.38,1231.33,402.95,439,88,65.7,0.05,Winter,Surplus
2046-02,N05B,913.92,1107.85,193.92,880,81,108.13,0.21,Winter,Surplus
2046-02,N05C,649.37,879.26,229.89,1062,11,158.14,0.24,Winter,Surplus
2046-02,R03,1087.89,568.02,-519.87,168,71,47.26,0.16,Winter,Shortage
2046-02,R06,197.95,207.7,9.75,819,84,65.11,0.07,Winter,Balanced
2046-03,M01AB,1457.69,1788.94,331.25,681,48,19.02,0.16,Spring,Surplus
2046-03,M01AE,343.77,356.29,12.52,790,53,52.84,0.21,Spring,Balanced
2046-03,N02BA,290.47,280.1,-10.38,407,10,45.93,0.03,Spring,Balanced
2046-03,N02BE,667.12,417.69,-249.42,530,51,146.55,0.21,Spring,Shortage
2046-03,N05B,442.28,519.13,76.85,819,64,132,0.02,Spring,Balanced
2046-03,N05C,755.15,601.09,-154.06,395,78,36.95,0.09,Spring,Shortage
2046-03,R03,779.54,1062.54,282.99,1094,83,171.35,0.09,Spring,Surplus
2046-03,R06,607.34,520.22,-87.12,548,79,9.35,0.09,Spring,Balanced
2046-04,M01AB,1028.73,1096.05,67.32,284,19,108.22,0.06,Spring,Balanced
2046-04,M01AE,663.15,664.28,1.13,247,72,52.54,0.26,Spring,Balanced
2046-04,N02BA,977.03,508.39,-468.64,210,26,46.54,0.24,Spring,Shortage
2046-04,N02BE,899.3,656.33,-242.96,1075,51,71.56,0.11,Spring,Shortage
2046-04,N05B,497.87,558.17,60.31,854,54,95.56,0.26,Spring,Balanced
2046-04,N05C,393.3,203.56,-189.74,363,55,91.85,0.17,Spring,Shortage
2046-04,R03,1352.03,1987.38,635.35,438,33,152.93,0.03,Spring,Surplus
2046-04,R06,266.25,328.34,62.09,959,50,72.44,0.26,Spring,Surplus
2046-05,M01AB,1318.72,1583.49,264.77,921,72,13.23,0.1,Spring,Surplus
2046-05,M01AE,369.78,513.62,143.84,582,82,35.73,0.16,Spring,Surplus
2046-05,N02BA,737.17,402.39,-334.78,995,18,197.62,0.2,Spring,Shortage
2046-05,N02BE,567.15,550.38,-16.77,339,53,153.66,0.27,Spring,Balanced
2046-05,N05B,551.18,800.03,248.85,371,42,7.92,0.04,Spring,Surplus
2046-05,N05C,1378.44,1322.52,-55.91,334,75,175.86,0.23,Spring,Balanced
2046-05,R03,1402.21,1009.77,-392.44,155,65,138.15,0.26,Spring,Shortage
2046-05,R06,1201.46,1017.03,-184.43,987,21,137.34,0.17,Spring,Balanced
2046-06,M01AB,329.7,462.51,132.81,737,27,84.5,0.06,Summer,Surplus
2046-06,M01AE,600.4,595.39,-5.02,1007,36,153.93,0.12,Summer,Balanced
2046-06,N02BA,1102.38,779.46,-322.92,594,76,2.11,0.23,Summer,Shortage
2046-06,N02BE,950.05,1252,301.95,232,32,38.08,0.24,Summer,Surplus
2046-06,N05B,906.36,1262.87,356.51,249,83,84.43,0.25,Summer,Surplus
2046-06,N05C,58.27,35.67,-22.6,749,46,119.17,0.01,Summer,Shortage
2046-06,R03,125.11,154.37,29.26,238,30,116.43,0.16,Summer,Surplus
2046-06,R06,1269.86,933.28,-336.58,693,52,93.39,0.3,Summer,Shortage
2046-07,M01AB,601.48,533.52,-67.97,154,31,175.32,0.17,Summer,Balanced
2046-07,M01AE,312.4,404.07,91.67,696,54,196.52,0.26,Summer,Surplus
2046-07,N02BA,882.07,539.21,-342.86,567,69,136.71,0.07,Summer,Shortage
2046-07,N02BE,673.27,913.02,239.75,830,56,53.47,0.13,Summer,Surplus
2046-07,N05B,1077.01,943.33,-133.67,293,12,19.34,0.11,Summer,Balanced
2046-07,N05C,1072.16,778.38,-293.79,336,74,129.56,0.17,Summer,Shortage
2046-07,R03,1010.25,1444.8,434.55,149,45,118.74,0.15,Summer,Surplus
2046-07,R06,1420.23,1771.85,351.61,1006,29,9.75,0.16,Summer,Surplus
2046-08,M01AB,716.48,1023.02,306.54,627,34,54.33,0.12,Summer,Surplus
2046-08,M01AE,387.75,243.97,-143.79,611,79,140.4,0.04,Summer,Shortage
2046-08,N02BA,1315.22,736.05,-579.17,620,82,198.23,0.13,Summer,Shortage
2046-08,N02BE,222.8,327.36,104.56,974,45,37.82,0.26,Summer,Surplus
2046-08,N05B,603.92,532.28,-71.64,832,56,9.42,0.08,Summer,Balanced
2046-08,N05C,109.05,155.33,46.28,786,36,177.38,0.22,Summer,Surplus
2046-08,R03,222.99,321.24,98.25,135,73,69.94,0.03,Summer,Surplus
2046-08,R06,1065.11,1308.34,243.23,751,33,80.23,0.06,Summer,Surplus
2046-09,M01AB,1145.71,677,-468.71,977,80,13.24,0.11,Autumn,Shortage
2046-09,M01AE,913.58,964.85,51.27,932,77,190.8,0.07,Autumn,Balanced
2046-09,N02BA,401.97,578.77,176.79,837,64,143.81,0.18,Autumn,Surplus
2046-09,N02BE,449.81,518.89,69.07,789,82,63.28,0.14,Autumn,Balanced
2046-09,N05B,1453.93,1704.23,250.29,497,88,194.38,0.11,Autumn,Balanced
2046-09,N05C,625.75,879.53,253.79,841,81,6.2,0.27,Autumn,Surplus
2046-09,R03,1237.74,1822.67,584.93,1080,71,91.65,0.12,Autumn,Surplus
2046-09,R06,845.86,628.86,-217,852,16,187.88,0.06,Autumn,Shortage
2046-10,M01AB,321.65,312.79,-8.86,938,89,4.18,0.04,Autumn,Balanced
2046-10,M01AE,585.89,693.53,107.65,539,41,84.89,0.17,Autumn,Balanced
2046-10,N02BA,1336.23,1103.82,-232.41,1070,18,98.11,0.22,Autumn,Balanced
2046-10,N02BE,191.49,177.07,-14.42,405,58,7.2,0.14,Autumn,Balanced
2046-10,N05B,468.35,629.98,161.63,303,32,91.06,0.12,Autumn,Surplus
2046-10,N05C,760.95,411.25,-349.7,841,82,199.66,0.05,Autumn,Shortage
2046-10,R03,206.96,133.2,-73.77,521,53,132.46,0.25,Autumn,Shortage
2046-10,R06,1135.18,1078.07,-57.11,819,11,134.97,0.03,Autumn,Balanced
2046-11,M01AB,697.47,692.42,-5.05,301,40,37.46,0.11,Autumn,Balanced
2046-11,M01AE,526.21,525.82,-0.39,650,84,193.66,0.04,Autumn,Balanced
2046-11,N02BA,1313.34,1029.89,-283.45,265,79,109.57,0.17,Autumn,Shortage
2046-11,N02BE,1093.34,963.98,-129.35,368,33,170.64,0.07,Autumn,Balanced
2046-11,N05B,294.96,152.08,-142.88,323,48,103.95,0.16,Autumn,Shortage
2046-11,N05C,404,231.2,-172.8,958,14,151.72,0.3,Autumn,Shortage
2046-11,R03,1353.04,1929.52,576.48,587,50,123.29,0.04,Autumn,Surplus
2046-11,R06,944.8,525.27,-419.53,716,32,96.62,0.21,Autumn,Shortage
2046-12,M01AB,106.8,110.46,3.66,358,11,57.35,0.12,Winter,Balanced
2046-12,M01AE,30.94,29.91,-1.03,673,32,172.69,0.13,Winter,Balanced
2046-12,N02BA,564.43,843.68,279.25,423,65,99.44,0.24,Winter,Surplus
2046-12,N02BE,530.79,471.96,-58.83,744,58,15.06,0.26,Winter,Balanced
2046-12,N05B,662.4,716.25,53.85,385,69,53.58,0.27,Winter,Balanced
2046-12,N05C,1469.46,1461.05,-8.41,247,22,0.73,0.27,Winter,Balanced
2046-12,R03,487.24,395.39,-91.85,148,70,111.6,0.24,Winter,Balanced
2046-12,R06,492.04,287.68,-204.36,659,55,149.75,0.07,Winter,Shortage
2047-01,M01AB,353.29,511.29,158,903,37,44.22,0.22,Winter,Surplus
2047-01,M01AE,958,574.47,-383.52,306,67,111.91,0.08,Winter,Shortage
2047-01,N02BA,333.25,211.93,-121.32,463,74,27.54,0.12,Winter,Shortage
2047-01,N02BE,248.69,287.69,39,880,67,110.13,0.2,Winter,Balanced
2047-01,N05B,1409.42,1604.44,195.02,255,58,90.17,0.26,Winter,Balanced
2047-01,N05C,222.16,183.44,-38.71,187,7,63.98,0.04,Winter,Balanced
2047-01,R03,1433.61,826.32,-607.29,908,22,99.24,0.25,Winter,Shortage
2047-01,R06,1168.52,1679.98,511.46,315,23,75.46,0.08,Winter,Surplus
2047-02,M01AB,1295.48,1280.39,-15.09,503,75,141.74,0.12,Winter,Balanced
2047-02,M01AE,810.79,1130.06,319.28,348,18,48.43,0.08,Winter,Surplus
2047-02,N02BA,527.02,320.09,-206.93,301,57,41.88,0.28,Winter,Shortage
2047-02,N02BE,347.06,262.25,-84.81,235,56,153.82,0.13,Winter,Shortage
2047-02,N05B,1234.42,1586.05,351.63,500,7,151.44,0.02,Winter,Surplus
2047-02,N05C,1260.8,1813.13,552.32,658,72,25.49,0.18,Winter,Surplus
2047-02,R03,323.2,246.45,-76.76,463,20,195.54,0.18,Winter,Shortage
